themes,data
CBR,"case,base,method,solv,rel,stabl,dynam,constraint,satisfact,problem,huang,r,mile,faculti,comput,studi,mathemat,univers,west,england,bristol,bs,qy,unit,kingdom,email,huang,btc,uwe,ac,uk,rgm,btc,uwe,ac,uk,abstract,paper,discuss,key,issu,use,case,base,method,solv,larg,constraint,satisfact,problem,problem,address,characteris,larg,cardin,constraint,tabl,aim,is,to,reduc,amount,consist,check,carri,by,databas,queri,have,address,issu,concern,similar,measur,adapt,repair,control,term,conflict,order,strategi,the,qualiti,the,case,base,issu,concern,backtrack,strategi,the,result,present,thi,paper,indic,approach,improv,case,base,method,solv,larg,constraint,satisfact,problem,refer,dechter,r,enhanc,scheme,constraint,process,backjump,learn,cutset,decomposit,ai,freuder,e,c,suffici,condit,backtrack,free,search,j,acm,gaschnig,j,perform,measur,analysi,certain,search,algorithm,tech,rept,cmu,cs,carnegi,mellon,univers,pittsburgh,pa,haralick,r,elliott,g,l,increas,tree,search,effici,constraint,satisfact,problem,ai,hinrich,r,problem,solv,open,world,case,studi,design,northval,nj,erlbaum,hua,k,smith,falt,b,integr,case,base,build,design,ewcbr,hunt,j,mile,r,hybrid,case,base,reason,knowledg,engin,review,kolodn,j,case,base,reason,morgan,kaufmann,publish,maher,l,zhang,cadsyn,case,base,design,process,model,ai,edam,academ,press,minton,johnston,d,philip,b,laird,p,minim,conflict,heurist,repair,method,constraint,satisfact,schedul,problem,ai,riesbeck,c,k,schank,r,c,insid,case,base,reason,northval,nj,erlbaum,stallman,r,m,and,sussman,g,j,forward,reason,and,depend,direct,backtrack,a,system,comput,aid,circuit,analysi,ai,tsang,e,foundat,constraint,satisfact,academ,press"
CBR,"case,memori,retriev,base,immun,system,john,e,hunt,denis,e,cook,horst,holstein,centr,intellig,system,depart,comput,scienc,univers,wale,aberystwyth,penglai,campu,aberystwyth,dyfe,sy,db,unit,kingdom,email,jjh,dzc,hoh,uk,ac,aber,tel,june,abstract,varieti,case,memori,organis,case,retriev,techniqu,been,propos,literatur,ha,differ,featur,affect,use,differ,applic,howev,applic,are,like,hold,larg,number,case,are,highli,volatil,structur,poorli,understood,current,approach,are,unsuit,thi,paper,present,novel,approach,case,memori,organis,case,retriev,base,metaphor,taken,the,human,immun,system,illustr,the,immun,system,inher,case,base,reli,it,content,address,memori,gener,pattern,matcher,help,identifi,new,antigen,new,situat,which,are,similar,old,antigen,past,case,construct,case,memori,base,the,immun,system,theori,show,it,pattern,recognit,learn,memori,oper,can,support,cbr,refer,bersini,h,immun,network,adapt,control,proc,st,european,confer,artificia,life,ed,f,j,varela,p,bourgin,pub,mit,press,h,bersini,f,varela,the,immun,learn,mechan,reinforc,recruit,their,applic,comput,biolog,metaphor,ed,r,paton,pub,chapman,hall,london,e,cook,j,e,hunt,recognis,promot,sequenc,use,artifici,immun,system,appear,the,proceed,the,third,intern,confer,intellig,system,molecular,biolog,pub,aaai,press,california,de,boer,r,j,perelson,how,divers,the,immun,system,proc,royal,societi,london,b,vol,farmer,j,packard,n,h,perelson,the,immun,system,adapt,machin,learn,physica,forrest,javornik,b,smith,r,e,perelson,s,use,genet,algorithm,explor,pattern,recognit,the,immun,system,evolutionari,comput,gilbert,c,j,routen,w,associ,memori,an,immun,base,system,proc,aaai,vol,r,hightow,s,forrest,s,perelson,the,baldwin,effect,the,immun,system,learn,somat,hypermut,depart,comput,scienc,univers,of,new,mexico,albuquerqu,usa,kolodn,j,case,base,reason,pub,morgan,kaufmann,ca,kriegsman,and,barletta,r,build,a,case,base,help,desk,applic,ieee,expert,vol,perelson,a,s,immun,network,theori,immunolog,review,pp,pu,p,guest,editor,special,issu,case,base,reason,design,aj,edam,vol,quinlan,j,r,c,program,machin,learn,pub,morgan,kaufmann,ca,utgoff,p,e,increment,induct,of,decis,tree,machin,learn"
CBR,"evalu,applic,cbr,mesh,design,simul,problem,neil,hurley,hitachi,dublin,laboratori,triniti,colleg,dublin,ireland,e,mail,nhurley,hdl,ie,abstract,one,great,difficulti,face,design,knowledg,base,interfac,numer,simul,engin,acquir,suffici,domain,knowledg,cover,signific,rang,problem,depth,will,make,system,use,real,problem,solv,difficult,enumer,priori,differ,scenario,may,encount,devis,rule,cater,each,inde,true,say,often,tuneabl,paramet,numer,algorithm,error,toler,matrix,invers,techniqu,the,mesh,densiti,finit,element,analysi,determin,trial,error,basi,the,problem,first,encount,set,a,knowledg,base,therefor,requir,a,lot,time,consum,experiment,a,rang,differ,problem,easi,way,avoid,knowledg,acquisit,task,a,robust,system,tackl,real,world,problem,is,creat,furthermor,must,accept,the,system,some,stage,is,like,encount,problem,outsid,coverag,is,therefor,worthwhil,examin,altern,reason,techniqu,utilis,domain,knowledg,is,lack,well,way,new,knowledg,can,be,incorpor,the,knowledg,base,as,problem,solv,take,place,toward,end,have,examin,the,applic,case,base,reason,cbr,finit,element,simul,particular,the,sub,task,finit,element,mesh,design,a,cbr,approach,mesh,design,outlin,the,current,paper,evalu,system,assess,perform,problem,solv,discuss,the,lesson,learn,it,develop,what,implic,have,cbr,gener,refer,e,kang,k,haghighi,a,knowledg,base,a,priori,approach,to,mesh,gener,thermal,problem,intern,journal,numer,method,engin,c,zienkiewicz,k,morgan,finit,element,approxim,wiley,son,shepherd,approach,to,the,automat,gener,control,offinit,element,mesh,appli,mechan,review,vol,o,c,zienkiewiez,j,z,zhu,a,simpl,error,estim,adapt,procedur,practic,engin,analysi,intern,journal,numer,method,engin,vol,n,hurley,a,priori,select,mesh,densiti,adapt,finit,element,analysi,use,a,cbr,approach,topic,case,base,reason,lectur,note,in,artifici,intellig,springer,verlag,c,johnson,j,pitkaranta,finit,element,method,linear,hyperbol,problem,comp,meth,appl,mech,eng,vol,p,finn,n,hurley,n,sagawa,ai,deqsol,a,knowledg,base,environ,numer,simul,engin,problem,describ,partial,differenti,equat,ai,edam,vol"
CBR,"use,case,data,improv,rule,base,function,approxim,nitin,indurkhya,sholom,weiss,depart,comput,scienc,univers,sydney,sydney,nsw,australia,depart,comput,scienc,rutger,univers,new,brunswick,new,jersey,usa,abstract,regress,problem,approxim,function,sampl,valu,decis,tree,decis,rule,achiev,task,find,region,constant,function,valu,recurs,partit,method,strong,dynam,featur,select,explanatori,capabl,essenti,weak,method,approxim,region,constant,valu,propos,a,new,method,reli,search,similar,case,boost,perform,new,method,preserv,strength,partit,scheme,compens,weak,are,introduc,constant,valu,region,method,reli,search,relev,case,use,a,rule,base,system,then,use,these,case,determin,the,function,valu,experiment,result,demonstr,the,new,method,often,yield,superior,regress,perform,refer,breiman,et,al,breiman,l,friedman,j,qishen,r,stone,c,classif,regress,tress,monterrey,ca,wadsworth,breiman,breiman,l,stack,regress,technic,report,u,ca,berkeley,efron,efron,b,comput,intens,method,statist,regress,siam,review,friedman,stuetzl,friedman,j,stuetzl,w,project,pursuit,regress,j,amer,stat,assoc,friedman,friedman,j,multivari,adapt,regress,spline,annal,statist,leblanc,tibshirani,leblanc,tibshirani,r,combin,estim,regress,classif,technic,report,depart,statist,u,toronto,mcclelland,rumelhart,mcclelland,j,rumelhart,explor,parallel,distribut,process,cambridg,mit,press,quinlan,quinlan,j,combin,instanc,base,model,base,learn,intern,confer,machin,learn,scheff,scheff,h,the,analysi,varianc,new,york,wiley,ting,ting,k,the,problem,small,disjunct,remedi,decis,tree,proceed,the,th,canadian,confer,artifici,intellig,weiss,indurkhya,weiss,and,indurkhya,n,reduc,complex,rule,induct,proceed,ijcai,weiss,indurkhya,weiss,and,indurkhya,n,rule,base,regress,proceed,the,th,intern,joint,confer,artifici,intellig,weiss,indurkhya,weiss,and,indurkhya,n,decis,tree,prune,bias,optim,in,proceed,aaai,widmer,widmer,g,combin,knowledg,base,and,instanc,base,learn,to,exploit,qualit,knowledg,informatica,wolpert,wolpert,on,overfit,avoid,bia,technic,report,sfi,tr,the,sant,fe,institut"
CBR,"learn,strategi,explan,pattern,basic,game,pattern,applic,chess,yaakov,kemer,depart,mathemat,comput,scienc,bar,ilan,univers,ramat,gan,israel,kerner,bimac,cs,biu,ac,il,abstract,thi,paper,describ,game,independ,strategi,capabl,learn,explan,pattern,xp,evalu,ani,basic,game,pattern,basic,game,pattern,defin,minim,configur,small,number,piec,squar,describ,one,salient,game,featur,basic,pattern,be,evalu,suitabl,xp,develop,five,game,independ,strategi,replac,special,gener,delet,insert,capabl,learn,xp,part,them,learn,xp,direct,player,attent,import,analysi,might,been,overlook,otherwis,xp,improv,understand,evalu,plan,abil,present,applic,onli,domain,chess,propos,strategi,have,been,develop,specif,chess,strategi,are,incorpor,an,intellig,educ,chess,system,develop,refer,berlin,h,j,ackley,h,qbkg,system,gener,explan,non,discret,knowledg,represent,proceed,nation,confer,artifici,intellig,pp,aaai,press,bradtk,lehnert,w,g,experi,case,base,search,proceed,seventh,nation,confer,artifici,intellig,pp,san,mateo,morgan,kaufmann,callan,j,p,fawcett,b,rissland,e,l,adapt,case,base,reason,proceed,workshop,cbr,pp,san,mateo,morgan,kaufman,cox,t,ram,interact,learn,goal,treat,learn,plan,task,appear,kean,haton,j,p,manago,ed,topic,case,base,reason,ewcbr,lectur,note,artifici,intellig,berlin,springer,verlag,de,groot,thought,choic,mouton,hagu,epstein,the,intellig,novic,learn,play,better,n,l,levi,f,beal,ed,heurist,program,artifici,intellig,the,first,comput,olympiad,elli,horwood,kass,leak,owen,c,swale,program,explain,schank,r,c,ed,explan,pattern,understand,mechan,creativ,hillsdal,nj,lawrenc,erlbaum,associ,pp,kass,a,develop,creativ,hypothes,adapt,explan,technic,report,p,institut,the,learn,scienc,northwestern,univers,u,a,kemer,case,base,evalu,comput,chess,proceed,the,second,european,workshop,case,base,reason,pp,pari,acknosoft,press,extend,paper,appear,kean,haton,j,p,manago,m,ed,topic,case,base,reason,ewcbr,lectur,note,artifici,intellig,berlin,springer,verlag,kolodn,j,l,organ,retriev,a,conceptu,memori,event,con,are,proceed,the,seventh,intern,joint,confer,artifici,intellig,pp,lo,alto,william,kaufmann,michi,d,a,theori,evalu,comment,chess,a,note,minimax,the,comput,journal,vol,pell,b,a,strateg,metagam,player,gener,chess,like,game,proceed,the,twelfth,nation,confer,artifici,intellig,pp,seattl,aaai,press,the,mit,press,ram,a,index,elabor,refin,increment,explanatori,case,machin,learn,schank,r,c,ed,explan,pattern,understand,mechan,creativ,hillsdal,nj,lawrenc,erlbaum,associ,schank,r,c,kass,a,riesbeck,c,k,ed,insid,case,base,explan,hillsdal,nj,lawrenc,erlbaum,associ,schild,u,j,kerner,multipl,explan,pattern,proceed,the,first,european,workshop,case,base,reason,vol,ii,pp,kaiserslautern,germani,extend,paper,wess,althoff,k,d,and,richter,m,m,ed,topic,case,base,reason,ewcbr,lectur,note,in,artifici,intellig,pp,berlin,springer,verlag,shannon,c,e,program,a,comput,play,chess,philosoph,magazin,vol,simon,h,a,how,big,is,a,chunk,scienc"
CBR,"memori,base,hierarch,planner,deepak,khemani,p,v,r,bhanu,prasad,depart,comput,scienc,engin,indian,institut,technolog,madra,madra,india,khemani,iitm,ernet,bhanu,iitm,ernet,abstract,paper,describ,memori,base,plan,system,memori,constitut,collect,gener,plan,we,call,skeleton,skeleton,embodi,style,organ,plan,knowledg,packag,hierarchi,travers,thi,hierarchi,result,hierarch,plan,develop,process,guid,secondari,memori,organ,properti,ingredi,an,inherit,hierarchi,simpl,index,hierarchi,allow,access,each,skeleton,quit,distinct,captur,whole,class,plan,that,style,stepwis,refin,the,plan,is,accompani,modif,add,ingredi,specif,step,the,way,system,been,implement,the,culinari,domain,refer,k,curri,tate,plan,control,the,open,planner,architectur,bc,expert,system,confer,camhridg,cambridg,univers,press,dyer,depth,understand,cambridg,mit,press,r,e,fike,n,j,nilsson,strip,new,approach,the,applic,theorem,prove,problem,solv,artifici,intellig,vol,pp,k,j,hammond,case,base,plan,view,plan,memori,task,academ,press,inc,new,york,kambhampati,theori,plan,modif,proceed,aaai,b,p,kettler,j,hendler,w,andersen,p,evett,massiv,parallel,support,case,base,plan,ieee,expert,februari,j,kolodn,capit,failur,case,base,infer,proceed,the,ninth,annual,confer,the,cognit,scienc,societi,lawrenc,erlbaum,associ,publish,new,jersi,j,kolodn,case,base,reason,morgan,kaufmann,san,mateo,ca,redmond,distribut,case,case,base,reason,facilit,use,multipl,case,proceed,aaai,c,k,riesheck,r,c,schank,insid,case,base,reason,lawrenc,erlbaum,associ,publish,new,jersi,e,sacerdoti,plan,hierarchi,abstract,space,artifici,intellig,pp,e,sacerdoti,structur,plan,behavior,amsterdam,elsevi,north,holland,r,c,schank,r,p,abelson,script,plan,goal,understand,lawrenc,erlbaum,associ,publish,new,jersi,r,c,schank,dynam,memori,theori,learn,comput,peopl,cambridg,univers,pre,r,l,jr,simpson,a,comput,model,case,base,reason,problem,solv,ph,thesi,georgia,institut,technolog,atlanta,ga,usa,a,tate,project,plan,use,a,hierarch,non,linear,planner,research,report,depart,artifici,intellig,univers,edinburgh,u,k,r,wilenski,plan,understand,a,comput,approach,human,reason,addis,wesley,publish,compani,read,ma,sachusett,e,wilkin,practic,plan,extend,the,classic,ai,plan,paradigm,morgan,kaufmann,publish,san,mateo,california"
CBR,"learn,improv,case,adapt,introspect,reason,cbr,david,b,leak,andrew,kinley,david,wilson,comput,scienc,depart,lindley,hall,indiana,univers,bloomington,u,abstract,current,cbr,system,case,adapt,usual,perform,rule,base,method,use,task,specif,rule,hand,code,system,develop,abil,defin,rule,depend,knowledg,task,domain,may,be,avail,priori,present,seriou,impedi,endow,cbr,system,need,adapt,knowledg,paper,describ,ongo,research,method,address,problem,acquir,adapt,knowledg,experi,method,use,reason,scratch,base,introspect,reason,requir,success,adapt,build,librari,adapt,case,are,store,futur,reus,describ,tenet,the,approach,the,type,knowledg,requir,sketch,initi,comput,implement,lesson,learn,open,question,further,studi,refer,dean,allemang,review,the,first,european,workshop,case,base,reason,ewcbr,case,base,reason,newslett,electron,newslett,special,interest,group,ak,cbr,german,societi,comput,scienc,r,barletta,hybrid,index,retriev,strategi,advisori,cbr,system,built,remind,proceed,the,second,european,workshop,case,base,reason,page,chantilli,franc,j,berger,use,past,repair,episod,unpublish,manuscript,august,j,berger,k,hammond,roentgen,memori,base,approach,radiat,therapi,treatment,r,bareiss,editor,proceed,the,case,base,reason,workshop,page,san,mateo,darpa,morgan,kaufmann,inc,j,carbonel,learn,analog,formul,gener,plan,past,experi,r,michalski,j,carbonel,mitchel,editor,machin,learn,artifici,intellig,approach,morgan,kaufmann,san,mateo,ca,cox,machin,forget,learn,retriev,failur,mi,index,explan,proceed,the,sixteenth,annual,confer,the,cognit,scienc,societi,page,atlanta,ga,r,j,firbi,adapt,execut,complex,dynam,world,phd,thesi,yale,univers,comput,scienc,depart,tr,k,hammond,case,base,plan,view,plan,memori,task,academ,press,san,diego,hinrich,problem,solv,open,world,case,studi,design,lawrenc,erlbaum,associ,hillsdal,nj,l,hunter,plan,learn,proceed,the,twelfth,annual,confer,the,cognit,scienc,societi,page,cambridg,juli,cognit,scienc,societi,kass,tweaker,adapt,old,explan,new,situat,r,c,schank,c,riesbeck,kass,editor,insid,case,base,explan,chapter,page,lawrenc,erlbaum,associ,kennedi,use,domain,independ,introspect,mechan,improv,memori,search,proceed,the,aaai,spring,symposium,repres,mental,state,mechan,stanford,ca,march,aaai,j,kolodn,retriev,organiz,strategi,conceptu,memori,lawrenc,erlbaum,associ,hillsdal,nj,j,kolodn,improv,human,decis,make,case,base,decis,aid,the,al,magazin,summer,j,kolodn,case,base,reason,morgan,kaufmann,san,mateo,ca,leak,evalu,explan,content,theori,lawrenc,erlbaum,associ,hillsdal,nj,leak,toward,a,comput,model,memori,search,strategi,learn,proceed,the,sixteenth,annual,confer,the,cognit,scienc,societi,page,atlanta,ga,leak,workshop,report,the,aaai,workshop,case,base,reason,the,al,magazin,leak,combin,rule,case,learn,case,adapt,proceed,the,seventeenth,annual,confer,the,cognit,scienc,societi,pittsburgh,pa,press,leak,repres,self,knowledg,introspect,memori,search,proceed,the,aaai,spring,symposium,repres,mental,state,mechan,page,stanford,ca,march,aaai,minton,learn,search,control,knowledg,explan,base,approach,kluwer,academ,publish,boston,mitchel,r,keller,s,kedar,cabelli,explan,base,gener,a,unifi,view,machin,learn,ashwin,ram,aqua,ask,question,understand,answer,proceed,the,sixth,annual,nation,confer,artifici,intellig,page,seattl,wa,juli,morgan,kaufmann,publish,inc,redmond,learn,observ,understand,expert,problem,solv,phd,thesi,colleg,comput,georgia,institut,technolog,technic,report,git,cc,e,rissland,skalak,t,friedman,heurist,harvest,inform,case,base,argument,proceed,the,twelfth,nation,confer,artifici,intellig,page,seattl,wa,juli,aaai,uriel,rosenth,michael,charl,paul,hart,editor,cope,crise,the,manag,disast,riot,terror,c,c,thoma,springfield,il,r,c,schank,dynam,memori,a,theori,learn,comput,peopl,cambridg,univers,press,cambridg,england,a,segr,the,operation,gener,tradeoff,explan,base,learn,proceed,the,tenth,intern,joint,confer,artifici,intellig,milan,itali,august,ijcai,k,sycara,use,case,base,reason,plan,adapt,repair,j,kolodn,editor,proceed,the,case,base,reason,workshop,page,palo,alto,darpa,morgan,kaufmann,inc,m,veloso,plan,learn,analog,reason,springer,verlag,berlin,r,wilenski,knowledg,represent,a,critiqu,a,propos,j,kolodn,c,riesbeck,editor,experi,memori,reason,chapter,page,lawrenc,erlbaum,associ"
CBR,"macrad,radiolog,imag,resourc,case,base,retriev,system,robert,macura,ph,katarzyna,j,macura,d,ph,d,medic,informat,section,depart,radiolog,medic,colleg,georgia,augusta,ga,u,abstract,have,compil,case,base,retriev,system,radiolog,macrad,structur,around,descriptor,radiolog,imag,find,goal,provid,featur,code,imag,resourc,allow,user,formul,imag,content,base,queri,search,refer,imag,macrad,implement,relat,databas,imag,archiv,imag,librari,is,index,accord,it,radiolog,content,structur,an,index,code,imag,content,a,hierarch,imag,descript,index,use,relat,format,hierarch,index,radiolog,find,allow,multilevel,queri,formul,depend,upon,user,level,experi,system,use,rule,control,search,direct,within,case,librari,gener,list,diagnost,hypothes,decis,support,rule,embed,within,databas,structur,present,case,librari,consist,case,imag,present,intracrani,mass,skull,x,ray,ct,mri,angiogram,refer,schmidt,hg,norman,gr,boshuizen,hpa,a,cognit,perspect,medic,expertis,theori,implic,acad,med,pizer,sm,ter,haar,romeni,bm,fundament,properti,medic,imag,percept,j,digit,imag,macura,kj,macura,rt,morstad,bd,digit,case,librari,a,resours,teach,learn,decis,support,radiolog,radiograph,macura,rt,macura,kj,toro,binet,ef,trueblood,jh,ji,k,computer,case,base,instruct,system,comput,tomographi,magnet,reson,imag,brain,tumor,invest,radiol,macura,rt,macura,kj,use,decis,tabl,encod,medic,knowledg,proceed,the,third,symposium,the,intern,associ,knowledg,engin,iak,galthersburg,md,lake,binet,ef,trueblood,jh,macura,kj,morstad,bd,macura,rt,finkbein,rv,r,radiolog,resourc,reviev,floppi,disk,to,cd,rom,radiograph,juli,issu,print,index,radiolog,diagnos,th,edit,american,colleg,radiolog,swett,ha,fisher,pr,cohn,al,miller,pl,mutalik,pg,expert,system,control,imag,display,radiolog,cohn,ai,miller,pl,fisher,pr,mutalik,pg,swett,ha,knowledg,base,radiolog,imag,retriev,use,axe,clinic,relev,comput,biom,re,brambl,jm,insana,mf,dwyer,iii,sj,inform,retriev,teach,file,a,preliminari,studi,j,digit,imag,green,ra,mcclure,rc,pattison,gordon,e,sato,l,the,find,diagnosi,continuum,implic,imag,descript,clinic,databas,proceed,the,th,symposium,comput,applic,medic,care,new,york,ny,mcgraw,hill,inc,taira,rk,cardena,af,chu,ww,breant,cm,hall,a,knowledg,base,multi,media,databas,system,skelet,radiolog,hu,lemk,k,inamura,cc,jaff,r,felix,ed,comput,assist,radiolog,berlin,germani,springer,verlag"
CBR,"connectionist,index,approach,cbr,system,maria,malek,timc,lifia,bat,lifia,ave,f,lix,viallet,grenobl,franc,email,maria,malek,imag,fr,abstract,import,factor,play,major,role,determin,perform,cbr,system,complex,accuraci,case,retriev,phase,flat,memori,induct,approach,suffer,seriou,drawback,first,approach,search,time,becom,consider,deal,larg,scale,memori,base,second,one,the,modif,the,case,memori,becom,complex,sophist,architectur,paper,show,construct,simpl,effici,index,system,structur,we,construct,case,hierarchi,two,level,memori,the,lower,level,contain,case,organis,group,similar,case,the,upper,level,contain,prototyp,repres,one,group,case,the,construct,prototyp,made,use,increment,prototyp,base,network,thi,upper,level,parallel,memori,use,index,system,the,retriev,phase,refer,aamodt,e,plaza,case,base,reason,foundat,issu,methodolog,variat,system,approach,aicom,march,e,alpaydin,gal,network,grow,they,learn,shrink,they,forget,technic,report,tr,intern,comput,scienc,institut,may,azcarraza,giacometti,prototyp,base,increment,network,model,classif,task,fourth,intern,confer,neural,network,their,applic,nime,franc,k,bamberg,k,goo,integr,case,base,reason,induct,learn,method,first,european,workshop,cbr,novemb,r,barletta,an,introduct,case,base,reason,ai,expert,august,giacometti,mod,le,hybrid,de,l,expertis,phd,thesi,telecom,pari,j,kolodn,case,base,reason,morgan,kaufmann,publish,inc,malek,v,riall,case,base,reason,system,appli,neuropathi,diagnosi,second,european,workshop,ewcbr,lectur,note,comput,scienc,springer,verlag,novemb,manago,k,althoff,e,auriol,r,traphon,wess,n,conruyt,f,maurer,induct,reason,case,first,european,workshop,cbr,novemb,p,myllymaki,h,tirri,massiv,parallel,case,base,reason,probabilist,similar,metric,first,european,workshop,cbr,novemb,j,r,quinlan,induct,decis,tree,machin,learn,j,r,quinlan,c,morgan,kaufmann,publish,l,reilli,l,n,cooper,c,erlbaum,neural,model,categori,learn,biolog,cybernet,c,k,riesbeck,b,c,schank,insid,case,base,reason,lawrenc,erlbaum,associ,publish,p,thrift,a,neutral,network,model,case,base,reason,in,proced,the,darpa,case,base,reason,workshop,may,b,thrun,j,bala,e,bloedorn,bratko,b,cestnik,j,cheng,k,de,joug,dzroski,e,fahlman,fisher,r,hamann,k,kaufman,keller,kononenko,j,kreuzig,r,michalski,mitchel,p,pachowicz,reich,h,vafai,w,van,de,weld,w,wenzel,j,wnek,j,zhang,the,monk,problem,a,perform,comparison,of,differ,learn,algorihm,technic,report,cmu,cs,carnegi,mellon,univers,decemb,p,e,utgoff,increment,induct,of,decis,tree,machin,learn"
CBR,"repres,index,build,refurbish,case,multipl,retriev,adapt,piec,case,farhi,marir,ian,watson,depart,survey,univers,salford,ms,wt,uk,abstract,cbrefurb,case,base,reason,cbr,system,strateg,cost,estim,build,refurbish,domain,characteris,mani,uncertainti,variat,cost,estim,involv,larg,amount,interrel,factor,whose,impact,difficult,assess,paper,report,problem,face,build,cost,inform,servic,bci,databas,sever,rule,base,expert,system,tackl,complex,cost,estim,problem,design,evalu,cbrefurb,system,implement,use,remind,shell,cbrefurb,imit,domain,expert,it,approach,break,whole,build,work,smaller,work,build,item,organis,refurbish,case,hierarch,structur,compos,case,subcas,process,estim,imit,expert,consid,these,piec,previou,case,similar,situat,context,purpos,cbrefurb,defin,build,it,compon,item,featur,global,context,local,context,inform,use,classifi,case,subcas,context,case,subcas,decompos,the,cost,estim,problem,adapt,subproblem,thi,is,follow,two,index,scheme,suit,the,hierarch,structur,the,case,the,problem,decomposit,allow,classfic,retriev,contextu,case,cbrefurb,featur,consolid,the,aim,the,project,is,allow,multipl,retriev,appropri,piec,the,refurbish,are,easier,adapt,reflect,the,expert,method,estim,cost,complex,refurbish,work,refer,schank,r,dynam,memori,theori,remind,learn,comput,peopl,cambridg,univers,press,cambridg,uk,kolodn,j,l,case,base,reason,morgan,kaufmann,aamodt,plaza,e,case,base,reason,foundat,issu,methodolog,variat,system,approach,ai,commun,pp,watson,marir,f,case,base,reason,review,the,knowledg,engin,review,vol,pp,dougla,j,f,peter,b,cost,plan,build,th,edit,bsp,profession,book,marir,f,watson,cbrefurb,case,base,cost,estim,colloquium,case,base,reason,prospect,applic,organis,profession,group,c,artifici,intellig,march,watson,brandon,p,strateg,mainten,predict,expert,system,facil,manag,facil,manag,research,direct,proc,nd,ifma,intern,symposium,ed,barett,p,pearc,ashok,k,g,kolodn,j,l,zimr,c,billignton,r,case,base,design,support,case,studi,architectur,design,ieee,expert,oct,hennessi,et,al,appli,case,base,reason,autoclav,load,ieee,expert,vol,ppl,pp,l,redmond,a,learn,observ,understand,expert,problem,solv,georgia,institut,technolog,colleg,comput,technic,report,git,cc,atlanta,sycara,k,resolv,adversi,conflict,approach,integr,case,base,reason,analyt,method,phd,thesi,school,inform,comput,scienc,georgia,institut,technolog,hammond,k,j,chef,a,model,case,base,plan,proc,american,associ,artifici,intellig,aaai,august,philadelphia,pa,us,barletta,r,mark,w,explan,base,index,case,darpa,proceed,see,kolodn,j,l,ed,marir,f,watson,d,b,cbr,imit,human,intellig,are,system,easi,to,design,maintain,a,critiqu,proceed,the,first,uk,cbr,workshop,th,januari,the,univers,salford,ed,watson,d,f,marir,perera,lebowitz,experiment,increment,concept,format,unimem,machin,learn,ii,pp,navichandra,d,explor,innov,design,toward,a,comput,model,springer,verlag,new,york,ny,us,maher,l,zhang,d,cadsyn,use,case,decomposit,knowledg,design,synthesi,artifici,intellig,design,gero,j,ed,butterworth,heinmann,oxford,uk,domeshek,e,a,case,studi,of,case,index,design,index,featur,set,to,suit,task,demand,support,parallel,advanc,connectionnist,neural,comput,theori,vol,analog,connect,ed,j,barenden,k,holyoak,norwood,nj,us,smyth,b,kean,m,t,retyriev,adapt,knowledg,case,retriev,ewcbr,st,worksop,cbr,vol,nov,germani"
CBR,"retriev,gase,structur,domain,use,goal,depend,h,ctor,mu,oz,avila,jochem,huellen,centr,learn,system,applic,lsa,univers,kaiserslautern,dept,comput,scienc,p,box,kaiserslautern,germani,e,mail,munioz,huellen,informatik,uni,kl,de,abstract,structur,domain,character,fact,there,intrins,depend,certain,key,element,domain,consid,depend,lead,better,perform,plan,system,it,an,import,factor,determin,relev,case,store,case,base,howev,test,case,meet,depend,decreas,perform,case,base,plan,other,criterion,need,also,be,consid,determin,relev,present,domain,independ,architectur,explicitli,repres,depend,that,retriev,relev,case,ensur,without,neg,affect,perform,the,case,base,plan,process,refer,bergmann,r,build,refin,abstract,plan,case,chang,represent,languag,appear,journal,al,research,carbonel,j,deriv,analog,problem,solv,knowledg,acquisit,proceed,the,nd,intern,workshop,machin,learn,univers,illinoi,monticello,illinoi,cunningham,p,slatteri,knowledg,engin,requir,deriv,analog,richter,wess,althoff,maurer,ihrig,l,h,kambhampati,deriv,replay,partial,order,plan,proceed,the,twelfth,nation,confer,artifici,intellig,aaai,the,aaai,press,the,mit,press,janetzko,wess,meli,e,goal,driven,simmilar,assess,olilbach,h,j,ed,gwai,advanc,artifici,intellig,springer,verlag,pp,minton,learn,search,control,knowledg,an,explan,base,approach,kluwer,academ,publish,boston,mitchel,keller,r,kedar,cabelli,explan,base,gener,unifi,view,machin,learn,mu,oz,avila,h,paulokat,j,wess,control,a,nonlinear,hierach,planner,use,case,base,reason,kean,halton,j,p,manago,ed,proceed,second,european,workshop,case,base,reason,ewcbr,paulokat,j,wess,plan,machin,workpiec,a,partial,order,nonlinear,planner,gil,veloso,ed,aaai,work,note,plan,learn,to,real,applic,new,orlean,richter,wess,althoff,k,maurer,f,ed,first,european,workshop,case,base,reason,ewcbr,lectur,note,artifici,intellig,springer,verlag,smyth,b,kean,t,retriev,adapt,case,the,role,adapt,knowledg,case,retriev,richter,et,al,veloso,carbonel,j,deriv,analog,prodigi,autom,case,acquisit,storag,util,machin,learn,veloso,plan,learn,analog,reason,lectur,note,artifici,intellig,springer,verlag,yang,h,lu,w,f,case,adapt,a,case,base,process,plan,system,in,hammond,k,ed,proceed,the,second,intern,confer,artifici,intellig,plan,system,aip,the,aaai,press"
